harp_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
12330.20704,1719,1720,594,607,1350,792,0,0
12330.208032,1719,1723,595,606,1350,789,0,0
12330.209088,1722,1724,596,609,1349,791,0,0
12330.210048,1719,1722,594,609,1351,791,0,0
12330.211008,1720,1722,593,609,1351,791,0,0
12330.212064,1721,1724,593,607,1348,789,0,0
12330.213056,1722,1724,596,609,1350,791,0,0
12330.214112,1722,1724,594,607,1350,792,0,0
12330.215008,1719,1724,594,606,1348,790,0,0
12330.216096,1722,1724,596,609,1352,790,0,0
12330.217088,1721,1724,595,609,1352,790,0,0
12330.21808,1722,1724,595,608,1350,790,0,0
12330.21904,1722,1724,593,608,1348,788,0,0
12330.220224,1722,1724,595,608,1350,790,0,0
12330.221376,1722,1726,596,608,1353,791,0,0
12330.222496,1721,1722,593,607,1350,792,0,0
12330.223776,1721,1723,593,605,1349,791,0,0
12330.224832,1721,1724,595,606,1349,790,0,0
12330.22576,1721,1726,595,608,1349,790,0,0
12330.226912,1719,1722,593,608,1349,788,0,0
12330.22784,1722,1726,595,608,1349,792,0,0
12330.228928,1719,1722,595,608,1351,791,0,0
12330.22992,1720,1722,593,607,1349,790,0,0
12330.230912,1720,1726,597,609,1348,789,0,0
12330.231936,1721,1721,593,608,1350,791,0,0
12330.232928,1721,1725,596,607,1350,791,0,0
12330.233888,1720,1721,593,607,1351,791,0,0
12330.234944,1722,1724,593,608,1348,790,0,0
12330.235936,1722,1724,594,609,1350,789,0,0
12330.23696,1721,1722,593,607,1350,790,0,0
12330.237952,1721,1727,595,607,1348,790,0,0
12330.238912,1720,1723,596,607,1348,789,0,0
12330.239968,1720,1724,594,607,1350,792,0,0
12330.24096,1719,1724,594,609,1351,792,0,0
12330.241888,1719,1723,594,607,1349,788,0,0
12330.242944,1720,1723,596,608,1351,792,0,0
12330.243936,1721,1721,594,607,1348,792,0,0
12330.244896,1722,1725,594,607,1348,791,0,0
12330.245984,1721,1725,594,607,1351,789,0,0
12330.246912,1721,1725,595,608,1350,792,0,0
12330.247904,1719,1724,593,607,1348,790,0,0
12330.24896,1721,1724,596,608,1350,792,0,0
12330.24992,1719,1724,595,608,1350,792,0,0
12330.250912,1720,1720,597,608,1350,790,0,0
12330.251936,1720,1720,597,607,1350,789,0,0
12330.252928,1720,1722,596,608,1350,791,0,0
12330.25392,1723,1724,596,608,1348,789,0,0
12330.254944,1720,1723,595,609,1351,789,0,0
