harp_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
12237.37424,2332,2352,2239,2311,2345,616,0,0
12237.378208,2334,2351,2241,2311,2345,616,0,0
12237.38224,2337,2350,2242,2309,2344,615,0,0
12237.38624,2331,2352,2236,2315,2342,615,0,0
12237.39024,2334,2349,2242,2310,2344,615,0,0
12237.39424,2333,2348,2241,2311,2340,616,0,0
12237.398272,2334,2351,2239,2312,2344,613,0,0
12237.402208,2333,2351,2241,2312,2345,617,0,0
12237.40624,2330,2352,2241,2312,2344,615,0,0
12237.41024,2333,2349,2241,2311,2345,613,0,0
12237.414208,2334,2351,2239,2312,2346,616,0,0
12237.41824,2334,2349,2240,2312,2346,616,0,0
12237.422176,2331,2353,2239,2313,2347,614,0,0
12237.426176,2334,2350,2240,2312,2344,617,0,0
12237.43024,2334,2349,2241,2311,2346,615,0,0
12237.434208,2334,2350,2240,2310,2345,617,0,0
12237.43824,2334,2352,2237,2312,2341,613,0,0
12237.442176,2329,2350,2238,2311,2344,617,0,0
12237.446208,2333,2350,2240,2307,2342,617,0,0
12237.450272,2334,2347,2241,2311,2341,616,0,0
12237.454176,2332,2351,2239,2312,2344,615,0,0
12237.458272,2331,2351,2238,2313,2342,615,0,0
12237.462208,2332,2348,2240,2308,2347,613,0,0
12237.466272,2332,2351,2237,2312,2342,616,0,0
12237.470208,2331,2351,2237,2311,2343,615,0,0
12237.47424,2332,2350,2238,2311,2342,616,0,0
12237.478272,2334,2348,2238,2313,2340,616,0,0
12237.482208,2332,2349,2241,2309,2339,616,0,0
12237.486272,2330,2349,2240,2310,2339,614,0,0
12237.49024,2335,2346,2242,2307,2339,615,0,0
12237.494208,2331,2348,2240,2311,2338,616,0,0
12237.498208,2334,2349,2242,2311,2340,616,0,0
12237.50224,2331,2354,2240,2309,2344,614,0,0
12237.506208,2332,2351,2241,2312,2342,617,0,0
12237.51024,2333,2351,2241,2308,2346,613,0,0
12237.514208,2335,2349,2241,2310,2348,614,0,0
12237.518208,2336,2355,2237,2310,2346,615,0,0
12237.522208,2334,2353,2238,2311,2350,616,0,0
12237.526176,2333,2352,2242,2312,2349,616,0,0
12237.530208,2335,2351,2240,2309,2350,615,0,0
12237.534208,2332,2353,2240,2311,2349,616,0,0
12237.53824,2332,2351,2239,2311,2351,616,0,0
12237.54224,2334,2351,2240,2311,2352,614,0,0
12237.546176,2333,2354,2238,2310,2354,615,0,0
12237.550208,2334,2352,2240,2311,2351,614,0,0
12237.55424,2333,2351,2240,2309,2352,613,0,0
12237.558176,2334,2352,2241,2309,2352,614,0,0
12237.56224,2333,2352,2241,2311,2351,616,0,0
12237.566208,2336,2350,2240,2312,2349,616,0,0
12237.57024,2335,2353,2241,2313,2350,616,0,0
12237.57424,2334,2350,2240,2308,2351,614,0,0
12237.578176,2332,2352,2240,2313,2352,613,0,0
12237.58224,2331,2351,2238,2312,2347,616,0,0
12237.586208,2333,2349,2241,2310,2352,614,0,0
12237.59024,2330,2352,2240,2312,2349,614,0,0
12237.59424,2336,2349,2242,2310,2351,614,0,0
12237.598272,2333,2353,2241,2311,2352,617,0,0
12237.60224,2333,2351,2238,2312,2349,615,0,0
12237.606208,2334,2354,2239,2314,2347,616,0,0
12237.610176,2334,2350,2242,2308,2351,614,0,0
12237.614208,2333,2351,2238,2313,2350,614,0,0
12237.618208,2333,2354,2239,2311,2347,615,0,0
12237.622208,2335,2353,2238,2313,2348,614,0,0
12237.62624,2333,2352,2240,2313,2346,614,0,0
12237.630208,2330,2352,2239,2311,2350,613,0,0
12237.634272,2332,2354,2237,2313,2346,616,0,0
12237.638208,2332,2354,2237,2313,2346,615,0,0
12237.642208,2335,2350,2240,2311,2349,616,0,0
12237.646176,2335,2350,2241,2308,2350,614,0,0
12237.650208,2332,2353,2239,2312,2348,616,0,0
12237.654208,2335,2349,2239,2311,2350,613,0,0
12237.65824,2334,2353,2238,2311,2346,615,0,0
12237.66224,2333,2350,2242,2313,2347,615,0,0
12237.666208,2334,2352,2240,2312,2347,615,0,0
12237.670208,2333,2351,2241,2311,2348,616,0,0
12237.674176,2331,2352,2239,2313,2347,616,0,0
12237.678208,2332,2352,2239,2313,2348,616,0,0
12237.68224,2332,2350,2242,2311,2349,617,0,0
12237.686208,2333,2350,2240,2311,2348,613,0,0
12237.690208,2335,2353,2241,2312,2347,615,0,0
12237.69424,2332,2351,2239,2312,2347,614,0,0
12237.69824,2336,2349,2240,2310,2351,615,0,0
12237.70224,2333,2351,2241,2310,2347,615,0,0
12237.706208,2330,2352,2241,2309,2346,615,0,0
12237.71024,2331,2351,2239,2312,2348,617,0,0
12237.71424,2332,2354,2239,2309,2347,614,0,0
12237.71824,2335,2348,2240,2313,2348,613,0,0
12237.722208,2330,2352,2240,2313,2345,616,0,0
12237.72624,2331,2348,2243,2308,2348,614,0,0
12237.73024,2334,2347,2240,2310,2349,615,0,0
12237.73424,2335,2352,2241,2309,2348,614,0,0
12237.738208,2333,2350,2241,2310,2347,615,0,0
12237.742208,2333,2350,2240,2310,2348,614,0,0
12237.746176,2332,2352,2241,2311,2347,615,0,0
12237.75024,2334,2352,2237,2311,2345,615,0,0
12237.75424,2334,2347,2239,2309,2345,614,0,0
12237.758208,2332,2350,2238,2309,2344,615,0,0
12237.762208,2334,2348,2242,2311,2347,614,0,0
12237.76624,2330,2352,2243,2312,2344,616,0,0
12237.770208,2333,2348,2239,2312,2343,616,0,0
12237.774176,2336,2347,2242,2309,2347,614,0,0
12237.778208,2332,2351,2242,2309,2348,613,0,0
12237.78224,2330,2349,2239,2311,2347,613,0,0
12237.78624,2333,2350,2242,2311,2346,613,0,0
12237.790208,2332,2350,2238,2311,2346,614,0,0
12237.794208,2334,2352,2240,2311,2343,616,0,0
12237.79824,2330,2352,2239,2314,2346,613,0,0
12237.80224,2336,2350,2241,2308,2345,614,0,0
12237.80624,2331,2350,2238,2310,2348,616,0,0
12237.810208,2333,2351,2240,2309,2345,615,0,0
12237.814208,2336,2351,2240,2310,2345,615,0,0
12237.81824,2332,2349,2239,2308,2348,614,0,0
12237.822208,2334,2352,2239,2311,2346,614,0,0
12237.826208,2334,2351,2240,2311,2346,616,0,0
12237.830208,2334,2350,2239,2314,2345,615,0,0
12237.834208,2333,2353,2241,2312,2347,615,0,0
12237.83824,2333,2351,2240,2311,2346,615,0,0
12237.842208,2334,2350,2241,2313,2346,616,0,0
12237.846208,2335,2349,2242,2311,2347,613,0,0
12237.85024,2332,2349,2240,2311,2349,613,0,0
12237.85424,2336,2348,2240,2311,2346,614,0,0
12237.858208,2333,2353,2240,2311,2344,616,0,0
12237.86224,2334,2351,2242,2312,2347,614,0,0
12237.86624,2332,2350,2240,2313,2347,616,0,0
12237.870208,2331,2350,2240,2312,2344,616,0,0
12237.874176,2332,2350,2237,2311,2342,616,0,0
12237.878272,2334,2350,2240,2311,2344,615,0,0
12237.882208,2331,2347,2240,2312,2345,615,0,0
12237.88624,2332,2350,2241,2312,2345,614,0,0
12237.89024,2332,2350,2238,2312,2346,614,0,0
12237.894208,2334,2350,2240,2312,2343,617,0,0
12237.898208,2332,2349,2240,2313,2345,617,0,0
12237.90224,2332,2351,2239,2312,2343,613,0,0
12237.906176,2334,2349,2240,2313,2344,613,0,0
12237.91024,2335,2348,2242,2311,2347,615,0,0
12237.914272,2333,2348,2242,2310,2348,615,0,0
12237.91824,2336,2348,2240,2310,2346,615,0,0
12237.92224,2335,2351,2239,2310,2344,615,0,0
12237.92624,2332,2349,2240,2312,2346,616,0,0
12237.930208,2333,2350,2240,2312,2343,616,0,0
12237.934208,2334,2350,2239,2312,2344,615,0,0
12237.93824,2335,2353,2240,2312,2344,615,0,0
12237.942176,2333,2351,2240,2312,2343,616,0,0
12237.946272,2334,2350,2241,2311,2344,616,0,0
12237.950208,2333,2350,2240,2311,2346,616,0,0
12237.95424,2333,2350,2243,2311,2347,615,0,0
12237.958272,2334,2351,2241,2310,2343,615,0,0
12237.962208,2332,2352,2240,2312,2346,613,0,0
12237.96624,2333,2350,2241,2311,2347,614,0,0
12237.970208,2333,2352,2240,2312,2346,613,0,0
12237.97424,2333,2351,2242,2314,2345,616,0,0
12237.97824,2332,2352,2242,2311,2347,614,0,0
12237.982272,2334,2352,2241,2312,2342,616,0,0
12237.986208,2332,2349,2242,2310,2345,613,0,0
12237.99024,2332,2347,2241,2310,2346,615,0,0
12237.994208,2330,2350,2240,2312,2348,614,0,0
12237.998272,2333,2351,2238,2313,2342,616,0,0
12238.002208,2333,2349,2241,2312,2344,615,0,0
12238.006208,2334,2351,2241,2312,2347,614,0,0
12238.01024,2333,2347,2240,2309,2343,613,0,0
12238.014208,2334,2349,2241,2310,2344,615,0,0
12238.018208,2333,2352,2238,2311,2343,615,0,0
12238.022208,2331,2351,2239,2311,2346,613,0,0
12238.02624,2332,2349,2240,2311,2347,613,0,0
12238.030208,2335,2351,2239,2310,2343,616,0,0
12238.034208,2332,2352,2238,2314,2342,616,0,0
12238.03824,2332,2351,2241,2313,2343,616,0,0
12238.04224,2334,2351,2240,2309,2345,614,0,0
12238.04624,2332,2353,2240,2313,2346,614,0,0
12238.050208,2331,2350,2240,2311,2346,615,0,0
12238.05424,2331,2350,2238,2312,2343,616,0,0
